brand,title,stars,price,price/currency,price/value,url
ASUS,"ASUS Vivobook 16X (2022), AMD Ryzen 5 5600H, 16"" (40.64 cms) FHD+, Thin and Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Backlit KB/FP Sensor/Silver/1.88 kg), M1603QA-MB512WS",3.9,,₹,50900,https://www.amazon.in/dp/B0BLH4CHMV
ASUS,"ASUS Vivobook S 14 Flip (2022), 14-inch (35.56 cms) FHD+ 16:10 Touch, AMD Ryzen 5 5600H, 2-in-1 Laptop (16GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.5 kg), TN3402QA-LZ511WS",4.2,,₹,57990,https://www.amazon.in/dp/B0B4WGCVHM
ASUS,"ASUS Vivobook Pro 15, 15.6-inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 5800H, Thin & Light Laptop (16GB/512GB SSD/4GB NVIDIA GeForce RTX 3050/Windows 11/Office 2021/Silver/1.80 kg), M6500QC-HN742WS",3.9,,₹,69990,https://www.amazon.in/dp/B0BWS5BRDV
ASUS,"ASUS Vivobook Pro 15 OLED, AMD Ryzen 7 5800H, 15.6"" (39.6 cm) OLED, Thin & Light Laptop (16GB/1TB SSD/4GB NVIDIA GeForce RTX 3050/Windows 11/Office 2021/Fingerprint/Silver/1.65 kg), M3500QC-L1712WS",3.9,,₹,79990,https://www.amazon.in/dp/B0C1YWXN9Q
ASUS,"ASUS TUF Gaming F15, 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i5-10300H 10th Gen, 4GB NVIDIA GeForce GTX 1650, Gaming Laptop (8GB/512GB SSD/Windows 11/Office H&S/Black/2.3 Kg), FX506LHB-HN355WS",4.3,,₹,52990,https://www.amazon.in/dp/B09ZXM2B4N
ASUS,"ASUS Vivobook 15, Intel Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (8GB/512GB/Win11/Office 2021/Blue/1.7 kg), X1502ZA-EJ523WS",4.1,,₹,48990,https://www.amazon.in/dp/B0C5N3G2MD
ASUS,"ASUS Vivobook Go 15 OLED (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cms) FHD OLED, Thin and Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit KB/Black/1.63 kg), E1504FA-LK545WS",4.3,,₹,50990,https://www.amazon.in/dp/B0C1GJZYG4
ASUS,"ASUS Vivobook Go 14, AMD Ryzen 3 7320U, 14"" (35.56 cm) FHD, Thin and Light Laptop (8 GB RAM/512GB SSD/Win11/Office 2021/42WHr /Black/1.38 kg), E1404FA-NK325WS",3.8,,₹,33990,https://www.amazon.in/dp/B0CCPC5DTD
ASUS,"ASUS Vivobook 15, Intel Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (8 GB RAM/512GB SSD/Win11/Office 2021/Backlit/42WHr/Silver/1.70 kg), X1502ZA-EJ524WS",2,,₹,48990,https://www.amazon.in/dp/B0CCP83BK2
ASUS,"ASUS Creator Series Vivobook 14X OLED (2023), Intel Core i7-12650H 12th Gen, 14"" (35.56 cm) 2.8K 90Hz OLED, Laptop (16GB/1TB/4GB RTX 2050/Win11/Office 2021/FP/Black/1.4 kg), K3405ZFB-KM751WS",3.4,,₹,79990,https://www.amazon.in/dp/B0C5N1LWHV
ASUS,"ASUS Zenbook 14X OLED, Intel Core i5-12500H 12th Gen, 14"" (35.56 cm) 2.8K 90Hz OLED, Thin and Light Laptop (16GB/512GB/Win11/Office 2021/Fingerprint/Grey/1.4 kg), UX5401ZA-KM541WS",4,,₹,74990,https://www.amazon.in/dp/B0C5N4MM4M
ASUS,"ASUS Vivobook 14, IntelCore i3-1215U 12th Gen, 14"" (35.56 cm) FHD, Thin and Light Laptop (8 GB RAM/512GB SSD/Win11/Office 2021/Fingerprint/42WHr /Silver/1.40 kg), X1404ZA-NK322WS",3.9,,₹,36990,https://www.amazon.in/dp/B0CCPBPYSB
ASUS,"ASUS TUF Gaming F15 - AI Powered Gaming Laptop, Intel Core i5-11400H 11th Gen, 15.6-inch (39.62 cm) FHD 144Hz, (8GB/512GB SSD/4GB RTX 2050/Win 11/Office 21/Backlit/Black/2.30 kg),FX506HF-HN024WS",3.9,,₹,55990,https://www.amazon.in/dp/B0CD3V3CT6
ASUS,"ASUS Vivobook 15, Intel Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB/512GB/Win11/Office 2021/Silver/1.7 kg), X1502ZA-EJ544WS",3,,₹,51350,https://www.amazon.in/dp/B0CHYS9CXV
ASUS,"ASUS Vivobook 15, Intel Core i7-12650H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB/512GB/Win11/Office 2021/Blue/1.7 kg), X1502ZA-EJ741WS",3.9,,₹,59990,https://www.amazon.in/dp/B0C5N2SM8K
ASUS,"ASUS Vivobook 15 (2023), Intel Core i5-13500H 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (16GB/512GB SSD/Intel Iris Xᵉ/Win 11/Office 2021/Backlit KB/Blue/1.7 kg), X1502VA-NJ541WS",3.7,,₹,61990,https://www.amazon.in/dp/B0C1GDVT65
ASUS,"ASUS Vivobook 14X OLED, Intel Core i9-13900H 13th Gen, 14"" (35.56 cm) 2.8K 90Hz OLED, Creator Laptop (16 GB RAM/1TB SSD/4GB RTX 3050/Win11//Backlit KB/Fingerprint/Black/1.45 kg), K3405VCB-KM951WS",4.8,,₹,109990,https://www.amazon.in/dp/B0CFW153V3
ASUS,"ASUS Creator Series Vivobook Pro 16 OLED 2023, Intel Core i5-13500H 13th Gen, 16.0-inch 3.2K 120Hz, Laptop (16GB/512GB SSD/NVIDIA GeForce RTX 4050/Win11/FP/96WHr/Silver/1.90 kg),K6602VU-LZ542WS",3.8,,₹,121990,https://www.amazon.in/dp/B0C37DBSMF
ASUS,"ASUS Vivobook 16X (2022), 16-inch (40.64 cms) FHD+, AMD Ryzen 7 5800HS, Thin and Light Laptop (16GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Quiet Blue/1.8 kg), M1603QA-MB711WS",3.4,,₹,57990,https://www.amazon.in/dp/B09ZV547J3
ASUS,"ASUS Vivobook 15 OLED (2023), AMD Ryzen 5 7530U, 15.6"" (39.62 cm) FHD OLED, Thin and Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit KB/FP Sensor/Black/1.7 Kg), M1505YA-LK541WS",3.6,,₹,56990,https://www.amazon.in/dp/B0BQSNSY42
ASUS,"ASUS Vivobook 15 OLED (2023), AMD Ryzen 7 7730U, 15.6"" (39.62 cms) FHD OLED, Thin and Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit KB/Fingerprint/Silver/1.7 kg), M1505YA-LK742WS",,,₹,65990,https://www.amazon.in/dp/B0C1GFT3KJ
ASUS,"ASUS ROG Zephyrus G14 (2022), 14"" (35.56 cm) QHD+ 16:10 120Hz/3ms, AMD Ryzen 7 6800HS, 8GB Radeon RX 6700S, Gaming Laptop (16GB/1TB SSD/Windows 11/Office/Gray/Anime Matrix/1.72 Kg), GA402RJ-L8182WS",5,,₹,152990,https://www.amazon.in/dp/B0B5S668QJ
ASUS,"ASUS Vivobook Go 15 OLED (2023), Intel Core i3-N305, 15.6"" (39.62 cms) FHD OLED, Thin and Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Backlit KB/Black/1.63 kg), E1504GA-LK322WS",3.1,,₹,44890,https://www.amazon.in/dp/B0C1GGC7C8
ASUS,"ASUS TUF Gaming F17 (2022), 17.3""(43.94 cms) FHD 144Hz, Intel Core i5-12500H 12th Gen, RTX 3050 4GB GPU, Gaming Laptop (16GB/512GB SSD/90WHr Battery/Windows 11/Gray/2.6 Kg), FX707ZC4-HX067W",3.4,,₹,74990,https://www.amazon.in/dp/B0C8JJWSXP
ASUS,"ASUS ROG Zephyrus G14 (2023) 76WHr Battery, AMD Ryzen 9 7940HS, 14"" QHD+ 165Hz/3ms, 6GB RTX 4050, Gaming Laptop (16GB/1TB SSD/Windows 11/Office 2021/White Anime Matrix/1.72 Kg), GA402XU-N2044WS",,,₹,169800,https://www.amazon.in/dp/B0C4TVK3CB
ASUS,"ASUS Vivobook 15 (2023), Intel Core i5-1335U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Intel Iris Xᵉ/Win 11/Office 2021/Backlit KB/Blue/1.7 kg), X1504VA-NJ521WS",3.7,,₹,55990,https://www.amazon.in/dp/B0C1GKNK74
ASUS,"ASUS Vivobook S 15 OLED (2023), Intel Core EVO i9-13900H 13th Gen, 15.6"" (39.62 cm) 2.8K 120Hz OLED, Thin & Light Laptop (16GB/1TB SSD/Iris Xe/Win 11/Office 2021/75WHr/Silver/1.7 kg) S5504VA-MA953WS",4.3,,₹,104990,https://www.amazon.in/dp/B0C1GG71Y6
ASUS,"ASUS Vivobook 15 OLED (2023), AMD Ryzen 7 7730U, 15.6"" (39.62 cm) FHD OLED, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa/Backlit KB/FP Sensor/Indie Black/1.70 kg), M1505YA-LK741WS",4,,₹,65990,https://www.amazon.in/dp/B0BXPWS41N
ASUS,"ASUS VivoBook 15, Intel Core i3-1115G4 11th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (8GB/512 SSD/Windows 11/Office 2021/FP Sensor/Transparent Silver/1.8 kg), X1500EA-EJ3379WS",3.6,,₹,33350,https://www.amazon.in/dp/B0BSTX788T
ASUS,"ASUS TUF Gaming F15 (2021), 15.6"" (39.62 cms) FHD 240Hz, Intel Core i9-11900H 11th Gen, GeForce RTX 3060 6GB Graphics, Gaming Laptop(16GB/1TB SSD/Office 2019/Windows 10/Gray/2.3 Kg), FX566HM-AZ096TS",4.3,,₹,144990,https://www.amazon.in/dp/B096VJW3QH
ASUS,"ASUS Vivobook 15 OLED (2022) Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) X1505ZA-L1511WS 15.6 Inch (40 cm) Thin & Light Laptop (Indie Black, 1.7 Kg, with MS Office)",4.2,,₹,61990,https://www.amazon.in/dp/B0BJS7BLY4
ASUS,"ASUS Vivobook 15, Intel Core i5-1235U 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office 2021/Backlit Keyboard/Quiet Blue/1.7 kg), X1502ZA-EJ532WS",3.5,,₹,46900,https://www.amazon.in/dp/B0C53FBJ19
ASUS,"ASUS Vivobook Pro 15, AMD Ryzen 7 6800HS, 15.6"" (39.62 cm) FHD, Creator Laptop (16 GB RAM/512GB SSD/4GB RTX 3050/Win11//Backlit KB/Fingerprint/Silver/1.80kg), M6500RC-HN742WS",,,₹,74990,https://www.amazon.in/dp/B0CFW2HB2V
ASUS,"ASUS ROG Zephyrus G14 (2022), 14"" (35.56 cm) FHD+ 16:10 144Hz/3ms, AMD Ryzen 7 6800HS, 8GB Radeon RX 6700S, Gaming Laptop (16GB/1TB SSD/Windows 11/with Office/Eclipse Gray/1.65 Kg), GA402RJZ-L4134WS",2.9,,₹,126990,https://www.amazon.in/dp/B0B5S3N4NP
ASUS,"ASUS ROG Flow X13 (2022), 13.4"" (34.03 cms) FHD+ 16:10, 120Hz Touch, AMD Ryzen 7 6800HS, 4GB RTX 3050 Ti Graphics, 2-in-1 Gaming Laptop (32GB/1TB SSD/Win 11/Office 2021/Black/1.3 Kg), GV301RE-LJ199WS",2.9,,₹,147990,https://www.amazon.in/dp/B0BCKKNSN8
ASUS,"ASUS TUF Gaming F15 (2022), Intel Core i5-12500H 12th Gen, 15.6"" (39.62 cm) FHD, Gaming Laptop (8GB/512GB/4GB NVIDIA GeForce RTX 3050 /Win11/1-Zone RGB Backlit KB/90WHr/Gray/2.2 kg), FX507ZC4-HN115W",4.3,,₹,70990,https://www.amazon.in/dp/B0C7R342NJ
ASUS,"ASUS Vivobook 15, Intel Core i5-1235U 12th Gen, 15.6"" (39.62 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Intel Iris Xᵉ Graphics/Windows 11/Office 2021/Alexa/FP Sensor/Silver/1.7 kg), X1502ZA-EJ515WS",4.5,,₹,47990,https://www.amazon.in/dp/B0BM6N4DCN
ASUS,"ASUS Creator Series Vivobook Pro 16 OLED 2023, Intel Core i9-13900H 13th Gen, 16.0-inch 3.2K 120Hz, Laptop (16GB/1TB SSD/NVIDIA GeForce RTX 4050 /Win11/FP/96WHr/Silver/1.90 kg),K6602VU-LZ952WS",3.6,,₹,154990,https://www.amazon.in/dp/B0C37DRJRF
ASUS,"ASUS BR1100 Notebook 12 (2022), 11.6-inch HD, Intel Celeron N4500, (4GB RAM/128GB M.2 NVMe™ PCIe®/Integrated Graphics/Windows 11 Home/Star Grey/1.26 Kg), BR1100CKA-GJ0722W",3.9,,₹,17990,https://www.amazon.in/dp/B09VPMHSJ6
ASUS,"ASUS Vivobook S 15 OLED (2023), Intel Core EVO i5-13500H 13th Gen, 15.6"" (39.62 cm) 2.8K 120Hz OLED, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/75WHr/Silver/1.7 kg) S5504VA-MA543WS",3.9,,₹,83990,https://www.amazon.in/dp/B0C1GGLV9Z
ASUS,"ASUS TUF Gaming F15, 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i7-12700H 12th Gen, 4GB NVIDIA GeForce RTX 3050, Gaming Laptop (16GB/1TB SSD/Windows 11/90WHrs Battery/Gray/2.20 Kg), FX577ZC-HN192W",4.2,,₹,85990,https://www.amazon.in/dp/B0CCYDKS4P
ASUS,"ASUS ROG Strix G17 (2022), 17.3-inch (43.94 cms) FHD 144Hz, AMD Ryzen 7-6800HS, RTX 3050 4GB Graphics, Gaming Laptop (16GB/512GB SSD/Windows 11/Gray/2.5 Kg),G713RC-HX109WS",3.5,,₹,86990,https://www.amazon.in/dp/B0CJ34MB5Y
ASUS,"ASUS Vivobook 15, IntelCore i7-12650H 12th Gen, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16 GB RAM/512GB SSD/Win11/Office 2021/Backlit/42WHr /Silver/1.75), X1502ZA-EJ742WS",3.9,,₹,59990,https://www.amazon.in/dp/B0CCP9RSG9
ASUS,"ASUS Creator Series Vivobook 16X (2023), Intel Core i5-12450H 12th Gen, 16"" (40.64 cm) FHD+, Laptop (16GB/512GB/4GB RTX 2050/Win11/Office 2021/FP/Black/1.8 kg), K3605ZF-MBN543WS",4,,₹,62990,https://www.amazon.in/dp/B0C5N4RM5Z
ASUS,"ASUS ROG Zephyrus M16 (2022), 16"" (40.64 cm) QHD+ 16:10 165Hz/3ms, Intel Core i7-12700H 12th Gen, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD/Windows 11/Office 2021/Black/2 Kg), GU603ZM-K8034WS",,,₹,134990,https://www.amazon.in/dp/B0B93WLZ12
ASUS,"ASUS Rog Zephyrus M16 (2022) 16 Inches 2K Qhd 165Hz/3Ms, Intel Core I9-12900H 12Th Gen, RTX 3080 Ti 16Gb Graphics, Gaming Laptop (32Gb/2Tb Ssd/Windows 11 Home/Office 2021/Black/2 Kg) Gu603Zx-K8024Ws",3.9,,₹,214990,https://www.amazon.in/dp/B09WJB2BD2
ASUS,"ASUS Vivobook 15 OLED (2023), Intel Core i5-1335U 13th Gen, 15.6"" (39.62 cm) FHD OLED, Thin and Light Laptop (16GB/512GB/Win11/Office 2021/Fingerprint/Silver/1.7 kg), X1505VAU-LK544WS",4.6,,₹,65990,https://www.amazon.in/dp/B0C5N36K7G
ASUS,"ASUS ROG Zephyrus G14 (2022), 14"" (35.56 cm) QHD+ 16:10 120Hz/3ms, AMD Ryzen 7 6800HS, 8GB Radeon RX 6700S, Gaming Laptop (16GB/1TB SSD/Windows 11/Office/White/Anime Matrix/1.72 Kg), GA402RJ-L8181WS",3.8,,₹,150053,https://www.amazon.in/dp/B0B5S4R4XW
ASUS,"ASUS ROG Zephyrus M16 (2022), 16-inch (40.64 cms) 2K QHD 165Hz/3ms, Intel Core i9-12900H 12th Gen, RTX 3070 Ti 8GB Graphics, Gaming Laptop (32GB/1TB SSD/Win 11/Office 2021/Black/2 Kg), GU603ZW-K8033WS",5,,₹,221990,https://www.amazon.in/dp/B09WJ7V6HZ
ASUS,"ASUS Vivobook S 14 Flip (2023), AMD Ryzen 5 7530U, 14"" (35.56 cm) FHD+ Touch, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Backlit KB/Silver/1.50 kg), TN3402YAB-LZ522WS",3.7,,₹,60990,https://www.amazon.in/dp/B0BTWDFKVV
ASUS,"ASUS Vivobook 16 (2023), Intel Core i9-13900H 13th Gen, 16"" (40.64 cm) FHD+, Thin & Light Laptop (16GB/512GB SSD/Intel Iris Xe/Win 11/Office 2021/Backlit KB/Fingerprint/Black/1.88 kg) X1605VA-MB947WS",2.6,,₹,84990,https://www.amazon.in/dp/B0CHMZRC89
ASUS,"ASUS Zenbook 14 (2023), AMD Ryzen 7 7730U, 14"" (35.56 cm) 2.5K, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Backlit KB/FP Sensor/Jade Black/1.35 kg), UM3402YA-KP741WS",4.4,,₹,79990,https://www.amazon.in/dp/B0BTWFKBDQ
ASUS,"ASUS ZenBook 13 UX333FA-A5822TS Intel Core i5 10th Gen 13.3 inches 8GB RAM/512GB PCIe SSD/Windows 10/MS-Office 2019/Integrated Graphics FHD Thin & Light business Laptop (1.27 Kg), Icicle Silver",3.1,,₹,86990,https://www.amazon.in/dp/B07YSHBG2B
ASUS,"ASUS ROG Strix G16 (2023) 90WHr Battery, Intel Core i5-13450HX 13th Gen, 16"" FHD+ 165Hz, 6GB RTX 4050, Gaming Laptop (16GB/1TB SSD/Windows 11/Office 2021/4-Zone RGB/Green/2.50 Kg), G614JU-N3222WS",1.2,,₹,144990,https://www.amazon.in/dp/B0C4TSZHLB
ASUS,"ASUS Vivobook Go 14 (2023), AMD Ryzen 3 7320U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Grey Green/1.38 kg), E1404FA-NK323WS",3.8,,₹,33990,https://www.amazon.in/dp/B0C7HDXQ1C
ASUS,"ASUS ROG Zephyrus Duo 16 (2023) Dual Screen Laptop, 16"" (40.64 cm) QHD+ 240Hz/3ms, AMD Ryzen 9 7945HX, 12GB RTX 4080, Gaming Laptop (32GB/2TB SSD/Windows 11/With Office/Black/2.67 Kg), GX650PZ-NM047WS",5,,₹,369825,https://www.amazon.in/dp/B0BY353SDJ
ASUS,"ASUS ROG Zephyrus M16 (2023), Intel Core i9 13th Gen, 16"" (40.64 cm) Mini-LED QHD+ 240Hz/3ms, 16GB RTX 4090, Gaming Laptop (32GB/2TB SSD/Win 11/90WHr Battery/Black/Anime Matrix/2.3 Kg) GU604VY-NM058WS",5,,₹,359890,https://www.amazon.in/dp/B0BW3BYRC7
ASUS,"ASUS Vivobook Pro 16, Intel Core i9 11th Gen, 16"" (40.64 cm) FHD+ 120Hz, Thin & Light Laptop (16GB/512GB SSD/4GB RTX 3050/Win 11/Office 2021/Alexa/Backlit KB/FP Sensor/Silver/1.9 kg), K6602HC-N1902WS",4,,₹,89990,https://www.amazon.in/dp/B0BLP2GR8Z
ASUS,"ASUS ZenBook UX330 UX330UA-FB088T 13.3 inches Laptop (Intel Core i7-7500U/8GB/512GB/Windows 10/Integrated Graphics), 1.2kg",3.3,,₹,94960,https://www.amazon.in/dp/B06X9QH1PY
ASUS,"ASUS EeeBook 12 Celeron Dual Core - (4 GB/64 GB EMMC Storage/Windows 11 Home) E210MA-GJ011W Thin and Light Laptop (11.6 Inch, Peacock Blue, 1.05 kg)",,,₹,22490,https://www.amazon.in/dp/B0B2T1JRLS
ASUS,"ASUS ROG Flow Z13 (2023) 56WHr Battery, Intel Core i9-13900H 13th Gen, 13.4"" QHD+ 165Hz, 8GB RTX 4060, 2-in-1 Gaming Laptop (16GB/1TB SSD/Windows 11/Office 2021/Black/1.18 Kg), GZ301VV-MU014WS",5,,₹,209139,https://www.amazon.in/dp/B0C4TSS2XR
ASUS,"ASUS BR1100 Laptop, 11.6"" (29.46cm) HD Anti-Glare Display, Intel Celeron N4500, 8GB RAM, 128GB SSD, MIL-STD 810H Durability, Windows 10 Home, Dark Grey, BR1100CKA-GJ0746W",,,₹,19990,https://www.amazon.in/dp/B0CH39Y5W1
ASUS,"ASUS Vivobook 15 (2023), Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Fingerprint/Silver/1.7 kg), X1504VA-NJ324WS",4.1,,₹,43990,https://www.amazon.in/dp/B0BRY19K7R
ASUS,"ASUS Vivobook 14, Intel Core i3-1115G4 11th Gen, 14"" (35.56 cms) FHD, Thin and Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Transparent Silver/1.60 kg), X1400EA-EK322WS",3.9,,₹,32990,https://www.amazon.in/dp/B0C3CNRQD1
ASUS,"ASUS TUF Gaming F15, Intel Core i5-11400H 11th Gen, 15.6"" (39.62 cm) FHD 144Hz, 4GB RTX 3050 Graphics, Gaming Laptop (16GB/512GB SSD/Windows 11/Office 2021/90WHr Battery/Black/2.3 kg), FX506HC-HN362WS",3.9,,₹,65990,https://www.amazon.in/dp/B0BLNYWN7M
